Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Jabari Parker,Duke,2014,1,2,3,19,PF,152,147,4874,16.133333333333336,0.5416666666666666,0.10633333333333334,0.25766666666666665,6.366666666666667,14.0,10.233333333333333,10.9,1.7,0.9,11.200000000000001,22.7,5.4,3.7,8.9,0.09066666666666667,0.5333333333333333,-1.1333333333333333,-0.6,1.5,
Jabari Smith Jr.,Auburn,2022,1,3,3,19,PF,212,194,6591,12.533333333333333,0.549,0.461,0.22533333333333336,5.966666666666666,20.066666666666666,12.9,5.8999999999999995,0.8666666666666667,2.466666666666667,9.133333333333333,17.466666666666665,4.8,6.800000000000001,11.7,0.08833333333333333,-1.2,-0.3666666666666667,-1.5999999999999999,0.4999999999999999,
Jabari Walker,Colorado,2022,2,57,3,20,SF,188,24,3068,12.533333333333333,0.5476666666666666,0.29,0.291,8.833333333333334,21.033333333333335,14.733333333333334,7.066666666666666,1.3666666666666665,1.2666666666666666,11.200000000000001,16.633333333333336,2.3,2.9000000000000004,5.1,0.07533333333333334,-2.5,-0.8333333333333334,-3.4,-1.0,
Jacob Evans,Cincinnati,2018,1,28,2,21,SG,59,2,622,4.5,0.405,0.287,0.1175,2.8,9.05,5.9,12.25,1.25,1.9,15.850000000000001,15.5,-1.0,0.4,-0.6,-0.043,-6.35,-1.25,-7.6499999999999995,-0.8,
Jaden Ivey,Purdue,2022,1,5,3,20,SG,181,164,5419,13.066666666666668,0.5443333333333333,0.36933333333333335,0.318,4.233333333333333,10.033333333333333,7.033333333333334,22.03333333333333,1.3333333333333333,1.1666666666666667,16.0,25.433333333333334,-1.1,2.6,1.7,0.02366666666666667,-0.6666666666666666,-1.4666666666666668,-2.1333333333333333,-0.7999999999999999,ROY-6
Jaden McDaniels,Washington,2020,1,28,3,20,PF,212,137,5730,10.4,0.5720000000000001,0.457,0.15066666666666667,4.1000000000000005,12.133333333333333,8.033333333333333,6.966666666666666,1.3333333333333333,3.0,11.6,14.366666666666667,3.2,5.0,8.2,0.066,-2.6333333333333333,0.06666666666666665,-2.533333333333333,-0.5,
Jaden Springer,Tennessee,2021,1,28,3,19,SG,67,4,602,18.099999999999998,0.6783333333333333,0.15566666666666665,0.171,11.366666666666665,12.833333333333334,12.100000000000001,8.433333333333334,2.466666666666667,11.933333333333332,24.733333333333334,17.633333333333336,-0.19999999999999998,1.0,0.8999999999999999,0.11166666666666668,0.2666666666666669,4.366666666666666,4.666666666666667,-0.1,
Jae Crowder,Marquette,2012,2,34,3,22,SF,238,41,4254,12.0,0.5196666666666667,0.4716666666666667,0.22133333333333335,3.966666666666667,13.566666666666668,8.766666666666666,8.433333333333334,2.3333333333333335,1.2,9.9,15.266666666666666,3.3,4.4,7.699999999999999,0.08566666666666667,-0.9333333333333332,0.7999999999999999,-0.10000000000000002,2.0,
Jahlil Okafor,Duke,2015,1,3,3,20,C,131,81,3078,15.733333333333334,0.5553333333333333,0.012333333333333335,0.26433333333333336,7.3999999999999995,17.566666666666666,12.433333333333332,7.7,0.6666666666666666,3.4,13.033333333333333,24.133333333333336,0.7,2.3,3.0,0.05666666666666667,-1.4000000000000001,-0.7999999999999999,-2.1666666666666665,-0.2,ROY-5
Jahmi'us Ramsey,Texas Tech,2020,2,43,3,19,SG,39,1,349,9.666666666666666,0.5013333333333333,0.449,0.17300000000000001,3.033333333333333,11.233333333333334,7.066666666666666,8.6,1.7333333333333332,0.5,9.3,19.966666666666665,-0.2,0.1,0.0,-0.005000000000000001,-3.5,-1.7666666666666666,-5.266666666666667,-0.4,
Jaime Jaquez Jr.,UCLA,2023,1,18,3,22,SF,151,37,3776,15.466666666666667,0.5796666666666667,0.23199999999999998,0.2816666666666667,5.2,15.700000000000001,10.566666666666666,18.566666666666666,1.7333333333333334,0.8333333333333334,13.233333333333334,20.166666666666668,2.5,4.9,7.3,0.11366666666666668,-0.6666666666666666,0.6333333333333334,-0.033333333333333215,0.9,"ROY-4,6MOY-9"
Jake LaRavia,Wake Forest,2022,1,19,3,21,PF,136,6,2569,10.633333333333333,0.5539999999999999,0.561,0.26533333333333337,6.266666666666667,11.833333333333334,9.033333333333333,10.633333333333333,1.8,1.3,15.0,15.733333333333334,1.7,2.8,4.4,0.07333333333333333,-2.033333333333333,0.1666666666666667,-1.9333333333333333,0.5,
Jake Layman,Maryland,2016,2,47,3,22,SF,141,35,1736,7.766666666666667,0.45,0.47533333333333333,0.1406666666666667,3.3666666666666667,9.566666666666666,6.5,7.066666666666666,1.5999999999999999,1.5999999999999999,9.6,16.5,1.2,1.5,2.7,0.012000000000000002,-3.3666666666666667,-0.36666666666666664,-3.733333333333333,0.09999999999999998,
Jakob Poeltl,Utah,2016,1,9,3,21,C,213,28,3423,16.366666666666664,0.6303333333333333,0.0016666666666666668,0.3586666666666667,13.966666666666667,17.266666666666666,15.633333333333335,6.033333333333334,1.2666666666666666,4.166666666666667,15.5,13.333333333333334,7.5,4.7,12.299999999999999,0.16433333333333333,-0.7999999999999999,0.5666666666666667,-0.2333333333333334,2.0,6MOY-12
Jalen Brunson,Villanova,2018,2,33,3,22,PG,198,66,4310,14.933333333333335,0.5733333333333334,0.316,0.21533333333333335,1.9333333333333333,11.333333333333334,6.7,23.633333333333336,1.0333333333333334,0.19999999999999998,12.133333333333333,19.900000000000002,7.0,2.7,9.8,0.107,0.1333333333333334,-0.7000000000000001,-0.5666666666666667,1.6,6MOY-4
Jalen Duren,Memphis,2022,1,13,3,19,C,206,169,5481,19.133333333333333,0.6703333333333333,0.004,0.38599999999999995,13.9,28.933333333333334,21.3,11.4,1.1666666666666667,3.1999999999999997,16.8,16.400000000000002,11.8,6.8,18.5,0.159,0.3333333333333333,0.39999999999999997,0.7333333333333334,4.1,
Jalen Harris,Nevada,2020,2,59,1,22,SG,13,2,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1,
Jalen Hood-Schifino,Indiana,2023,1,17,2,20,SG,36,0,424,3.2,0.405,0.401,0.329,1.6,9.85,5.75,12.899999999999999,1.05,1.9000000000000001,14.350000000000001,21.1,-0.8,0.2,-0.6,-0.1185,-8.4,-3.1,-11.5,-0.8,
Jalen Johnson,Duke,2021,1,20,3,20,PF,148,58,3051,13.9,0.576,0.30833333333333335,0.20733333333333334,3.733333333333333,23.733333333333334,13.6,9.833333333333334,1.5333333333333332,2.1666666666666665,12.966666666666667,18.133333333333336,2.8000000000000003,3.1,5.9,0.07,-1.5666666666666667,0.39999999999999997,-1.1333333333333335,2.0,
Jalen McDaniels,San Diego State,2019,2,52,3,22,SF,118,20,2092,11.6,0.5743333333333333,0.3793333333333333,0.25033333333333335,5.0,16.833333333333332,10.766666666666666,8.033333333333333,1.4333333333333333,1.7666666666666666,12.066666666666668,15.200000000000001,1.5,1.7999999999999998,3.4,0.07766666666666666,-2.6999999999999997,-0.23333333333333336,-2.9333333333333336,-0.5,
Jalen Pickett,Penn State,2023,2,32,3,24,SG,81,5,827,9.700000000000001,0.5466666666666667,0.5766666666666667,0.083,2.1999999999999997,10.233333333333334,6.433333333333334,20.066666666666666,1.0,0.2333333333333333,15.4,14.699999999999998,0.8,0.39999999999999997,1.4000000000000001,0.07166666666666667,-2.2,-0.7666666666666666,-3.0,0.1,
Jalen Slawson,Furman University,2023,2,54,1,24,SF,12,0,37,6.6,0.667,0.333,0.0,3.0,18.6,10.6,6.9,1.3,2.5,25.0,9.2,0.0,0.0,0.0,0.058,-7.5,1.1,-6.4,0.0,
Jalen Smith,Maryland,2020,1,10,3,20,PF,146,40,2360,14.233333333333333,0.5529999999999999,0.355,0.2336666666666667,9.466666666666667,22.933333333333334,16.233333333333334,4.966666666666666,0.6333333333333334,3.6,10.833333333333334,19.46666666666667,2.7,2.4000000000000004,5.199999999999999,0.084,-1.5999999999999999,-1.2666666666666666,-2.9,0.09999999999999998,
Jalen Suggs,Gonzaga,2021,1,5,3,20,PG,176,139,4578,11.733333333333334,0.5283333333333333,0.4506666666666667,0.261,3.2999999999999994,10.633333333333333,6.933333333333334,19.3,2.466666666666667,1.8666666666666665,16.333333333333332,21.766666666666666,-1.7,6.0,4.5,0.035,-2.566666666666667,0.7333333333333334,-1.8666666666666665,0.6000000000000001,"DPOY-10,DEF2"
Jalen Williams,Santa Clara,2022,1,12,3,21,SG,215,202,6736,18.333333333333332,0.5983333333333333,0.264,0.24,2.9,12.866666666666667,7.933333333333334,20.03333333333333,2.066666666666667,1.8,10.9,23.2,11.2,9.4,20.7,0.148,1.4333333333333336,0.7999999999999999,2.1999999999999997,7.1,ROY-2
Jalen Wilson,Kansas,2023,2,51,3,23,PF,130,25,2830,9.799999999999999,0.5776666666666667,0.5666666666666667,0.29133333333333333,3.8333333333333335,10.666666666666666,7.066666666666666,9.233333333333334,0.7333333333333334,0.2333333333333333,10.4,15.300000000000002,1.6,1.3,3.1,0.04699999999999999,-1.8666666666666665,-1.8333333333333333,-3.6999999999999997,-1.3,
Jamaal Franklin,San Diego State,2013,2,41,2,22,SG,24,0,174,4.800000000000001,0.6194999999999999,0.641,0.0255,5.45,11.3,8.4,19.099999999999998,0.65,3.5,40.8,15.600000000000001,-0.2,0.2,0.0,-0.0325,-4.9,-0.85,-5.75,-0.2,
Jamal Murray,Kentucky,2016,1,7,3,19,SG,238,164,6776,14.666666666666666,0.544,0.4116666666666666,0.19733333333333333,3.033333333333333,10.433333333333332,6.733333333333333,17.599999999999998,1.4000000000000001,1.0,12.166666666666666,23.099999999999998,7.699999999999999,4.199999999999999,11.899999999999999,0.08,0.6666666666666666,-1.2333333333333334,-0.5666666666666667,2.7,ROY-5
Jamal Shead,Houston,2024,2,45,2,22,PG,85,11,1641,12.350000000000001,0.5449999999999999,0.5025,0.2145,2.3,7.9,5.1,33.2,1.9,0.35,17.45,17.15,0.2,1.3,1.3,0.086,-1.3,-0.65,-1.9499999999999997,-0.7000000000000001,
James Anderson,Oklahoma State,2010,1,20,3,21,SF,116,6,1290,10.4,0.517,0.47833333333333333,0.24766666666666667,3.033333333333333,11.700000000000001,7.466666666666666,11.533333333333333,1.0333333333333332,0.8666666666666667,13.766666666666666,17.2,0.6000000000000001,1.0,1.7000000000000002,0.06566666666666666,-1.1,-0.5,-1.5999999999999999,0.0,
James Bouknight,UConn,2021,1,11,3,21,SG,79,0,900,10.733333333333334,0.5063333333333334,0.5483333333333333,0.14133333333333334,3.5,11.833333333333334,7.6000000000000005,11.733333333333334,1.0,0.7666666666666666,8.933333333333334,22.366666666666664,-0.8,0.5,-0.30000000000000004,0.007666666666666666,-1.4666666666666668,-2.3333333333333335,-3.7999999999999994,-0.9,
James Ennis III,Cal State Long Beach,2013,2,50,3,24,SF,148,36,2881,13.299999999999999,0.581,0.44166666666666665,0.3416666666666666,6.0,12.1,9.033333333333333,7.933333333333333,1.7666666666666666,1.3,12.866666666666667,15.800000000000002,3.3,2.7,5.9,0.10733333333333334,-0.1333333333333333,-0.26666666666666666,-0.39999999999999997,0.7,
James Wiseman,Memphis,2020,1,2,3,19,C,147,55,2794,14.5,0.5926666666666667,0.056333333333333326,0.2846666666666667,9.1,23.400000000000002,16.2,5.8999999999999995,0.5,3.1999999999999997,13.533333333333333,20.433333333333334,1.6,2.7,4.2,0.07100000000000001,-2.9,-1.0999999999999999,-4.0,-1.3,
James Young,Kentucky,2014,1,17,3,19,SG,89,0,751,7.366666666666667,0.4633333333333334,0.6573333333333333,0.18333333333333335,2.6999999999999997,10.966666666666667,6.8,4.733333333333333,1.6666666666666667,0.5333333333333333,7.333333333333333,12.733333333333334,0.0,0.7,0.7,0.04533333333333334,-3.1666666666666665,0.10000000000000002,-3.066666666666667,-0.2,
Jamir Watkins,Florida State,2025,2,43,1,24,SG,3,0,21,9.4,0.75,0.25,0.0,4.8,24.4,14.5,0.0,0.0,4.1,20.0,9.8,0.0,0.0,0.0,0.04,-6.6,-2.4,-9.0,0.0,
Jarace Walker,Houston,2023,1,8,3,20,PF,117,11,1796,10.733333333333334,0.5176666666666666,0.49533333333333335,0.1446666666666667,3.033333333333333,18.366666666666667,10.5,15.766666666666666,1.6666666666666667,1.9333333333333333,13.799999999999999,17.46666666666667,-0.09999999999999998,2.1,2.0,0.03933333333333333,-1.7666666666666666,0.3333333333333333,-1.4000000000000001,0.4,
Jared Butler,Baylor,2021,2,40,3,21,SG,88,2,1003,13.066666666666668,0.5553333333333333,0.4696666666666667,0.09499999999999999,1.5666666666666667,8.533333333333333,5.033333333333333,23.96666666666667,2.6,1.0666666666666667,16.5,21.033333333333335,0.3,0.9,1.1,0.057333333333333326,-2.0,-0.0666666666666667,-2.1,0.0,
Jared Cunningham,Oregon State,2012,1,24,3,21,SG,40,0,195,10.200000000000001,0.48466666666666675,0.3136666666666667,0.433,2.3666666666666667,8.5,5.466666666666666,12.533333333333331,1.8666666666666665,0.0,11.266666666666666,23.133333333333336,0.0,0.1,0.1,0.028333333333333332,-3.5999999999999996,-0.9333333333333332,-4.566666666666666,-0.1,
Jared McCain,Duke,2024,1,16,2,20,SG,24,8,607,4.25,0.2945,0.4925,0.102,1.2,8.05,4.550000000000001,15.75,0.6,0.0,5.5,17.8,0.5,0.1,0.6,-0.066,-5.3,-2.8,-8.1,0.19999999999999998,ROY-7
Jared Sullinger,Ohio State,2012,1,21,3,20,PF,177,98,4499,15.933333333333332,0.5113333333333333,0.171,0.22933333333333336,11.9,21.2,16.533333333333335,10.166666666666666,1.2,1.9333333333333333,10.1,20.866666666666667,5.1,5.5,10.6,0.12,-0.2999999999999999,-0.43333333333333335,-0.7333333333333333,1.5,
Jarell Martin,LSU,2015,1,25,3,21,PF,142,39,2599,11.066666666666668,0.509,0.127,0.36633333333333334,8.733333333333333,18.599999999999998,13.533333333333333,5.2,1.3,2.0,13.066666666666668,17.566666666666666,0.4,2.2,2.7,0.064,-3.533333333333333,-1.0333333333333334,-4.5,-1.5,
Jaren Jackson Jr.,Michigan State,2018,1,4,3,19,PF,126,117,3395,16.900000000000002,0.5783333333333333,0.4033333333333333,0.3056666666666667,5.266666666666667,15.633333333333333,10.433333333333332,7.066666666666666,1.7,5.466666666666666,10.933333333333332,24.233333333333334,3.0,4.5,7.5,0.11033333333333332,-0.5333333333333333,0.6,0.06666666666666668,1.8,ROY-4
Jarnell Stokes,Tennessee,2014,2,35,3,21,PF,28,2,151,23.366666666666664,0.657,0.0,1.0523333333333333,12.200000000000001,16.900000000000002,14.6,18.3,3.966666666666667,1.0999999999999999,4.133333333333334,15.6,0.5,0.2,0.7,0.2916666666666667,1.8333333333333333,4.033333333333333,5.8999999999999995,0.0,
Jaron Blossomgame,Clemson,2017,2,59,1,25,SF,27,4,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,
Jarred Vanderbilt,Kentucky,2018,2,41,3,19,PF,92,30,1254,12.066666666666668,0.6003333333333334,0.06633333333333333,0.4026666666666667,9.666666666666666,21.46666666666667,15.466666666666667,7.033333333333334,3.4,2.2666666666666666,28.5,15.533333333333333,1.4000000000000001,1.7,3.2,0.04766666666666667,-4.466666666666667,0.9666666666666667,-3.533333333333333,0.4,
Jarrell Brantley,College of Charleston,2019,2,50,3,23,PF,41,0,273,14.366666666666667,0.5866666666666666,0.5483333333333333,0.084,4.133333333333334,15.633333333333333,10.066666666666668,14.433333333333335,1.3333333333333333,3.266666666666667,14.799999999999999,17.8,0.19999999999999998,0.30000000000000004,0.6,0.10866666666666665,-0.5333333333333332,0.9,0.36666666666666686,0.1,
Jarrett Allen,Texas,2017,1,22,3,19,C,222,175,5389,18.900000000000002,0.644,0.043333333333333335,0.48,10.799999999999999,22.333333333333332,16.599999999999998,7.400000000000001,0.9666666666666667,4.433333333333334,13.266666666666666,15.700000000000001,12.3,7.699999999999999,20.0,0.17600000000000002,0.2333333333333333,0.8333333333333334,1.0333333333333332,4.4,DPOY-9
Jarrett Culver,Texas Tech,2019,1,6,3,20,SG,134,42,2343,9.033333333333333,0.4586666666666666,0.35033333333333333,0.248,5.233333333333333,12.4,8.700000000000001,10.200000000000001,2.066666666666667,1.6666666666666667,12.066666666666668,19.333333333333332,-2.0,1.9000000000000001,-0.1,0.0006666666666666666,-4.5,-0.5,-5.0,-1.6,
Jarvis Varnado,Mississippi State,2010,2,41,2,24,PF,37,0,397,7.25,0.527,0.0,0.719,5.1,14.3,9.7,6.45,1.15,4.8,25.75,11.85,0.4,0.4,0.7000000000000001,0.027500000000000004,-6.45,0.65,-5.9,-0.1,
Jase Richardson,Michigan State,2025,1,25,1,20,SG,6,0,28,-1.9,0.255,0.6,0.4,0.0,3.9,2.0,22.1,0.0,0.0,33.8,13.1,-0.1,0.0,-0.1,-0.149,-7.3,-3.2,-10.5,-0.1,
Jason Preston,Ohio University,2021,2,33,2,23,PG,21,0,195,10.4,0.40249999999999997,0.2985,0.0245,5.6000000000000005,17.4,11.55,29.799999999999997,1.1,0.65,14.4,15.350000000000001,0.0,0.1,0.1,0.0235,-2.3,-0.3,-2.6,0.0,
Javon Small,West Virginia,2025,2,48,1,23,PG,8,0,99,8.7,0.525,0.679,0.357,1.1,7.8,4.4,30.7,0.0,0.9,19.8,16.9,0.0,0.0,0.0,0.018,-2.1,-2.7,-4.8,-0.1,
Jawun Evans,Oklahoma State,2017,2,39,2,21,PG,56,4,843,3.65,0.3175,0.2135,0.097,1.5,14.7,8.05,18.75,2.25,0.3,21.9,15.45,-1.0,0.6,-0.4,-0.081,-7.9,0.25,-7.65,-0.7,
Jaxson Hayes,Texas,2019,1,8,3,19,C,194,45,3442,18.400000000000002,0.6813333333333333,0.06933333333333333,0.545,9.6,16.933333333333334,13.233333333333334,5.7,1.1666666666666667,3.9333333333333336,11.333333333333334,15.866666666666665,9.1,3.4000000000000004,12.5,0.17366666666666666,0.09999999999999998,0.09999999999999999,0.16666666666666666,1.9,
Jay Scrubb,John A. Logan College,2020,2,55,3,20,SG,24,1,235,9.933333333333334,0.5896666666666667,0.331,0.214,1.5333333333333332,16.733333333333334,9.233333333333334,5.466666666666666,2.4,0.7000000000000001,18.433333333333334,20.066666666666666,-0.30000000000000004,0.2,0.0,0.0043333333333333375,-5.133333333333334,-0.7333333333333333,-5.866666666666667,-0.30000000000000004,
Jaylen Brown,California,2016,1,3,3,20,SF,222,115,5406,12.466666666666667,0.5493333333333333,0.34933333333333333,0.2793333333333333,3.6,14.1,8.866666666666667,7.8,1.5333333333333332,1.2,11.533333333333333,20.533333333333335,2.0999999999999996,6.9,9.0,0.07633333333333332,-1.8,-0.30000000000000004,-2.1,0.20000000000000007,ROY-8
Jaylen Clark,UCLA,2023,2,53,2,23,SG,47,4,639,11.35,0.5535,0.385,0.3265,7.35,6.55,6.8999999999999995,7.75,3.15,0.6000000000000001,5.55,12.5,1.0,0.7999999999999999,1.8,0.121,-3.0999999999999996,1.8,-1.3,0.2,
Jaylen Nowell,Washington,2019,2,43,3,20,SG,119,1,1885,13.200000000000001,0.5266666666666667,0.442,0.236,2.3333333333333335,10.0,6.033333333333334,16.833333333333332,1.2,1.0,6.433333333333334,19.900000000000002,2.5,1.1,3.6999999999999997,0.07766666666666668,-0.9666666666666667,-0.9666666666666667,-1.9333333333333333,0.3999999999999999,
Jaylen Wells,Washington State,2024,2,39,2,21,SG,89,84,2296,8.55,0.497,0.574,0.20550000000000002,5.25,10.3,7.75,8.45,0.85,0.2,7.449999999999999,17.0,1.9000000000000001,1.5,3.4,0.031,-2.85,-1.8,-4.65,-0.4,ROY-3
Jaylin Williams,Arkansas,2022,2,34,3,20,C,165,46,2595,13.433333333333332,0.5713333333333334,0.6023333333333333,0.18233333333333335,5.5,25.333333333333332,15.5,14.9,1.4333333333333333,2.566666666666667,12.566666666666668,13.866666666666667,3.2,4.4,7.6,0.1426666666666667,-0.5333333333333333,1.7333333333333334,1.2333333333333334,2.0,
Jaylon Tyson,California,2024,1,20,2,22,SG,57,10,706,12.6,0.5945,0.482,0.14950000000000002,6.65,12.5,9.55,11.45,1.7,1.8,12.75,16.45,0.7,0.8,1.5,0.11100000000000002,-1.2,0.5,-0.7500000000000001,0.1,
Jayson Tatum,Duke,2017,1,3,3,19,SF,225,225,7163,16.9,0.5666666666666667,0.3243333333333333,0.26133333333333336,2.8000000000000003,17.266666666666666,10.1,10.933333333333332,1.7666666666666666,2.1333333333333333,10.2,23.366666666666664,7.800000000000001,11.1,19.0,0.12733333333333333,1.0333333333333334,0.6666666666666666,1.6666666666666667,6.5,ROY-3
Jeff Taylor,Vanderbilt,2012,2,31,3,23,SF,132,50,2566,8.133333333333333,0.48266666666666663,0.3363333333333333,0.27799999999999997,3.3333333333333335,8.700000000000001,5.966666666666666,6.966666666666666,1.3666666666666665,0.5333333333333333,10.6,16.766666666666666,0.29999999999999993,1.0,1.2999999999999998,0.018000000000000002,-3.766666666666667,-0.8333333333333334,-4.633333333333334,-1.4,
Jeff Withey,Kansas,2013,2,39,3,23,C,146,14,1601,16.833333333333332,0.579,0.006666666666666667,0.5703333333333332,9.433333333333332,18.666666666666668,14.033333333333333,5.666666666666667,1.2,6.066666666666666,12.066666666666668,14.799999999999999,2.8,2.2,4.9,0.14933333333333335,-0.6333333333333333,0.8666666666666667,0.2333333333333333,1.0,
Jerami Grant,Syracuse,2014,2,39,3,20,SF,222,67,4974,10.466666666666667,0.5106666666666667,0.347,0.5113333333333333,3.8000000000000003,12.9,8.233333333333334,8.0,1.3,4.266666666666667,13.1,15.533333333333333,0.7000000000000001,4.8,5.5,0.05333333333333334,-2.6999999999999997,0.6,-2.1,-0.09999999999999998,
Jeremiah Fears,Oklahoma,2025,1,7,1,19,PG,9,7,233,13.0,0.511,0.292,0.168,3.0,9.7,6.1,21.3,2.7,0.0,13.5,25.5,-0.2,0.1,-0.1,-0.019,-2.9,-1.6,-4.5,-0.1,
Jeremiah Robinson-Earl,Villanova,2021,2,32,3,21,C,131,57,2235,12.166666666666666,0.5459999999999999,0.45599999999999996,0.168,8.0,17.099999999999998,12.533333333333333,7.366666666666667,1.4000000000000001,1.2333333333333334,10.133333333333333,15.133333333333333,1.7,2.2,4.0,0.08766666666666667,-1.5333333333333332,-0.4666666666666666,-1.9666666666666668,0.0,
Jeremy Evans,Western Kentucky,2010,2,55,3,23,SF,115,3,895,19.433333333333334,0.6503333333333333,0.018666666666666668,0.48433333333333334,11.066666666666668,16.76666666666667,13.866666666666667,8.533333333333333,1.8,5.533333333333334,11.299999999999999,13.4,2.5,1.0,3.4000000000000004,0.18933333333333335,1.3,1.8,3.1,1.1,
Jeremy Lamb,UConn,2012,1,12,3,20,SF,148,8,2318,13.166666666666666,0.513,0.4303333333333333,0.17699999999999996,2.566666666666667,12.4,7.666666666666667,9.366666666666667,1.4000000000000001,1.0333333333333332,8.4,21.8,2.5,2.6,5.1,0.09433333333333332,-0.6333333333333334,-0.5666666666666668,-1.2333333333333334,1.3,
Jeremy Sochan,Baylor,2022,1,9,3,19,PF,184,149,5015,12.9,0.537,0.24333333333333332,0.221,7.866666666666667,16.733333333333334,12.166666666666666,14.433333333333332,1.4333333333333333,1.5333333333333332,14.0,19.2,0.7,3.7,4.3,0.043666666666666666,-2.1333333333333333,-0.7333333333333334,-2.8666666666666667,-1.2,
